date,code,open,high,low,close,volume
2020-01-02,sh.688363,83.9000,86.5500,83.5600,85.0300,2488447
2020-01-03,sh.688363,86.2800,86.4800,82.7800,83.3600,2184588
2020-01-06,sh.688363,82.4000,84.5000,81.7000,84.0000,1939507
2020-01-07,sh.688363,83.9000,84.4500,82.8800,84.2700,2165291
2020-01-08,sh.688363,83.0000,83.4700,81.0000,82.2200,1832000
2020-01-09,sh.688363,82.4000,85.6000,82.4000,84.8400,2437710
2020-01-10,sh.688363,84.5500,85.5000,83.0000,83.6400,1955176
2020-01-13,sh.688363,83.0000,83.0100,80.6000,82.1600,3267289
2020-01-14,sh.688363,82.4000,84.8000,81.5900,83.7900,2801470
2020-01-15,sh.688363,83.2500,83.9000,82.0000,83.0500,1666263
2020-01-16,sh.688363,83.1400,91.4500,82.6600,89.9600,6103113
2020-01-17,sh.688363,91.0000,94.8300,90.2800,91.6900,5315677
2020-01-20,sh.688363,90.8000,92.7800,89.1800,92.4000,4408943
2020-01-21,sh.688363,92.4000,94.0000,88.6000,89.4000,3499580
2020-01-22,sh.688363,88.4000,89.6900,86.5000,89.1200,2966669
2020-01-23,sh.688363,87.7000,88.9800,84.0000,85.0000,3666904
2020-02-03,sh.688363,72.0100,79.8700,72.0000,77.0400,4232208
2020-02-04,sh.688363,78.0000,82.3500,77.0000,81.6000,2431774
2020-02-05,sh.688363,81.3300,84.4700,80.8000,82.8600,3294653
2020-02-06,sh.688363,82.0000,83.7000,80.9800,83.0800,4321723
2020-02-07,sh.688363,82.5000,84.2900,79.8800,81.7700,3360647
2020-02-10,sh.688363,81.0000,84.3900,79.6800,83.4000,3192977
2020-02-11,sh.688363,84.0600,84.0600,80.2000,81.1000,2141305
2020-02-12,sh.688363,81.1000,82.9900,80.8800,82.1000,2063238
2020-02-13,sh.688363,82.0800,87.1000,81.5000,86.7500,4614303
2020-02-14,sh.688363,87.8000,88.8800,83.8000,84.7000,3337582
2020-02-17,sh.688363,84.7600,86.9000,84.0200,86.5400,2314736
2020-02-18,sh.688363,86.5900,87.4900,84.2000,85.6500,2388827
2020-02-19,sh.688363,86.5000,98.3900,86.4000,94.1000,6734832
2020-02-20,sh.688363,93.2500,95.8400,91.2000,92.3300,4035258
2020-02-21,sh.688363,92.3300,92.3300,89.5100,90.1200,3326118
2020-02-24,sh.688363,90.0000,90.0000,87.0000,89.0200,3173917
2020-02-25,sh.688363,87.0000,89.9600,86.5300,89.2500,2921669
2020-02-26,sh.688363,87.6800,88.2800,85.0000,85.0100,2834286
2020-02-27,sh.688363,85.2800,88.1000,84.8600,87.9000,2250352
2020-02-28,sh.688363,85.5100,89.8800,85.0500,86.4000,3261895
2020-03-02,sh.688363,86.7000,91.9500,86.7000,89.6000,2535245
2020-03-03,sh.688363,90.4400,91.6000,89.3500,91.4600,2246003
2020-03-04,sh.688363,90.9700,91.9600,89.8000,90.9900,1860163
2020-03-05,sh.688363,91.3600,96.3600,90.5500,93.0000,3314171
2020-03-06,sh.688363,91.9300,91.9300,87.8900,88.8000,2603182
2020-03-09,sh.688363,86.8300,89.1000,85.0100,85.1200,2848935
2020-03-10,sh.688363,83.0500,86.5700,82.0800,86.0900,2292559
2020-03-11,sh.688363,86.0900,88.1900,85.5200,85.9500,1399617
2020-03-12,sh.688363,84.5200,84.6000,82.3700,83.2800,1550992
2020-03-13,sh.688363,78.0000,85.0500,77.0000,84.5800,1601053
2020-03-16,sh.688363,84.9500,85.9400,78.2400,79.0000,1855302
2020-03-17,sh.688363,80.0000,82.8500,77.3600,78.5000,1901909
2020-03-18,sh.688363,79.8000,80.5900,76.8000,76.9700,1423305
2020-03-19,sh.688363,76.6000,77.7900,75.1400,77.0500,1517508
2020-03-20,sh.688363,78.2100,80.5000,78.2100,80.0100,1479049
2020-03-23,sh.688363,77.8800,79.8500,77.0200,78.9200,1527237
2020-03-24,sh.688363,80.3000,80.9900,77.1100,79.7500,1215912
2020-03-25,sh.688363,81.3500,81.9800,80.6900,81.2800,874853
2020-03-26,sh.688363,80.7700,81.6000,79.6800,79.9000,738425
2020-03-27,sh.688363,80.9200,81.0000,78.3100,78.8500,889487
2020-03-30,sh.688363,77.0000,77.7800,75.8800,77.2400,1105885
2020-03-31,sh.688363,78.0000,78.3800,76.1000,76.3400,662664
2020-04-01,sh.688363,75.9800,77.3700,75.6000,76.3000,594984
2020-04-02,sh.688363,75.9900,78.6000,75.7000,78.2800,660628
2020-04-03,sh.688363,78.1000,79.8200,77.7100,77.9600,722629
2020-04-07,sh.688363,79.5000,79.7700,78.6900,79.4900,766758
2020-04-08,sh.688363,79.0400,81.0200,78.9000,81.0000,725669
2020-04-09,sh.688363,81.3000,82.2200,80.6000,81.2000,834127
2020-04-10,sh.688363,80.5500,81.2000,79.5000,80.0900,994883
2020-04-13,sh.688363,80.0000,81.5700,78.0600,80.2600,931479
2020-04-14,sh.688363,80.6500,83.6000,80.4600,83.0400,1036339
2020-04-15,sh.688363,82.8000,84.1400,81.0400,81.2800,1251217
2020-04-16,sh.688363,80.3000,81.7400,80.3000,80.4500,847778
2020-04-17,sh.688363,80.9000,83.8000,80.9000,83.3000,1656899
2020-04-20,sh.688363,83.0000,88.3000,82.7100,88.2000,1842456
2020-04-21,sh.688363,87.3000,88.2000,85.1500,87.5000,1263464
2020-04-22,sh.688363,86.9000,92.3800,86.8000,90.3000,2319512
2020-04-23,sh.688363,91.0000,92.2800,89.7000,90.8000,1221402
2020-04-24,sh.688363,91.0000,91.5800,89.0000,91.5500,1228013
2020-04-27,sh.688363,91.4000,94.3800,90.1100,91.0300,1115365
2020-04-28,sh.688363,91.1000,91.9000,85.2800,91.6000,1471823
2020-04-29,sh.688363,92.5800,92.8800,87.9600,87.9600,1291541
2020-04-30,sh.688363,87.5500,94.8600,87.5500,94.8600,2346921
2020-05-06,sh.688363,94.5500,96.8800,91.0100,96.6300,2729377
2020-05-07,sh.688363,95.5800,96.0100,93.8000,94.0000,1563476
2020-05-08,sh.688363,94.0500,98.5800,94.0000,97.5600,1678853
2020-05-11,sh.688363,97.9900,104.7000,97.1100,101.5000,2528030
2020-05-12,sh.688363,101.0100,109.2300,100.0300,109.0400,2913957
2020-05-13,sh.688363,108.0000,111.5100,106.9500,108.2500,2090938
2020-05-14,sh.688363,107.2100,112.8800,106.0200,112.0000,2027029
2020-05-15,sh.688363,111.0100,113.0000,104.5000,106.3000,3396507
2020-05-18,sh.688363,105.2200,108.1800,103.8000,104.2600,2307262
2020-05-19,sh.688363,106.0000,115.8000,103.9900,113.8300,3340283
2020-05-20,sh.688363,112.0000,115.5000,101.5000,104.8000,3827751
2020-05-21,sh.688363,104.0000,107.1000,100.6500,101.6500,2247360
2020-05-22,sh.688363,102.9500,103.9600,99.6700,100.0000,2195540
2020-05-25,sh.688363,101.0000,105.0000,99.1300,104.0000,2168104
2020-05-26,sh.688363,104.7200,111.1100,104.3600,110.0000,2060450
2020-05-27,sh.688363,109.6600,111.8700,107.5700,109.0000,1323757
2020-05-28,sh.688363,109.8700,115.7800,108.2500,113.6200,2081867
2020-05-29,sh.688363,113.6500,114.7900,111.1800,112.7600,1469015
2020-06-01,sh.688363,113.7900,118.4800,112.8000,113.6100,1904018
2020-06-02,sh.688363,113.6100,113.9700,108.4500,110.0000,2301654
2020-06-03,sh.688363,109.7500,114.3800,108.9600,112.1100,1598115
2020-06-04,sh.688363,113.0000,121.8000,110.2200,119.4500,2373654
2020-06-05,sh.688363,118.4500,127.5000,118.4500,124.5000,2147309
2020-06-08,sh.688363,124.9300,126.5000,119.4900,123.2500,2095506
2020-06-09,sh.688363,122.9800,131.0000,121.1700,130.8600,1974851
2020-06-10,sh.688363,131.5200,134.4700,125.1000,126.4400,2755244
2020-06-11,sh.688363,127.7000,129.8800,124.8500,127.3000,1421859
2020-06-12,sh.688363,125.0000,130.0000,124.0000,127.4200,1503879
2020-06-15,sh.688363,128.0000,132.3800,125.1200,130.0000,1522968
2020-06-16,sh.688363,129.9700,139.3700,129.0000,138.6000,2092754
2020-06-17,sh.688363,138.7700,141.9900,135.0000,136.6000,1838997
2020-06-18,sh.688363,136.2000,137.8600,129.5800,130.7700,2440030
2020-06-19,sh.688363,131.6600,136.2000,130.3000,132.2000,1781966
2020-06-22,sh.688363,133.6800,139.4600,132.0000,133.6600,1876346
2020-06-23,sh.688363,133.0100,139.8800,132.0000,139.5700,1903894
2020-06-24,sh.688363,139.1600,142.0000,136.1800,138.0100,1696399
2020-06-29,sh.688363,138.0100,146.2500,138.0100,145.0000,2132850
2020-06-30,sh.688363,146.7700,152.6000,143.7700,147.9000,1830426
2020-07-01,sh.688363,149.0000,149.9000,141.2000,145.9200,2105399
2020-07-02,sh.688363,146.0000,153.9900,143.8200,146.4400,2223264
2020-07-03,sh.688363,146.0000,146.0000,134.3300,141.1600,2975498
2020-07-06,sh.688363,140.0000,140.0000,135.5600,139.0500,3395451
2020-07-07,sh.688363,138.5500,143.2000,137.3000,143.2000,2906172
2020-07-08,sh.688363,143.2000,143.8000,139.5100,141.0000,2238605
2020-07-09,sh.688363,140.1400,148.6900,138.0000,147.9900,3467331
2020-07-10,sh.688363,146.0000,150.9700,145.0000,145.5000,1815868
2020-07-13,sh.688363,147.8000,155.0000,144.6900,154.0800,2428543
2020-07-14,sh.688363,154.0000,159.4000,147.1000,155.4000,2845103
2020-07-15,sh.688363,155.8800,162.1500,148.0800,150.9100,3144172
2020-07-16,sh.688363,148.5000,149.7300,142.0400,144.5500,2835675
2020-07-17,sh.688363,144.1700,146.5500,138.7000,140.7000,1909394
2020-07-20,sh.688363,140.0000,140.2800,130.0100,136.7400,2546892
2020-07-21,sh.688363,137.5000,144.8800,135.0200,143.5100,1858820
2020-07-22,sh.688363,143.1000,146.9800,141.7700,142.2000,1749641
2020-07-23,sh.688363,140.5900,144.8000,137.6800,139.6600,1797778
2020-07-24,sh.688363,137.0000,138.8000,128.8800,130.2900,2223306
2020-07-27,sh.688363,130.8600,135.2800,127.0000,133.0500,1488619
2020-07-28,sh.688363,133.8300,137.9800,133.3400,135.0000,936540
2020-07-29,sh.688363,136.2000,143.9400,134.1900,143.2900,1934151
2020-07-30,sh.688363,144.0000,146.8900,140.8900,141.9700,1737398
2020-07-31,sh.688363,141.9700,145.6400,139.6600,144.4400,1801385
2020-08-03,sh.688363,144.4400,146.9800,143.5000,146.1000,1676357
2020-08-04,sh.688363,145.8000,146.0000,134.9000,134.9600,3640133
2020-08-05,sh.688363,133.2900,142.2000,132.0000,139.3000,1877890
2020-08-06,sh.688363,138.0000,140.8600,135.9000,137.1000,1323369
2020-08-07,sh.688363,136.7400,137.9200,132.3800,134.6100,1376975
2020-08-10,sh.688363,133.5100,135.9200,133.0000,133.9900,1086742
2020-08-11,sh.688363,134.7200,141.2000,134.0500,136.3700,2007997
2020-08-12,sh.688363,136.3700,136.8000,127.2600,129.9500,2195053
2020-08-13,sh.688363,130.3000,131.5000,128.5000,130.7000,908252
2020-08-14,sh.688363,130.0000,133.2100,128.6600,131.2500,876320
2020-08-17,sh.688363,131.0000,131.7700,129.6400,130.4400,977102
2020-08-18,sh.688363,130.8000,134.9500,129.3400,134.4300,1232293
2020-08-19,sh.688363,133.8800,136.0000,131.1200,133.4400,969624
2020-08-20,sh.688363,132.3300,136.2000,130.5000,133.6800,1251041
2020-08-21,sh.688363,135.1000,138.2300,135.0000,136.7700,1111411
2020-08-24,sh.688363,136.7700,143.0800,135.5500,141.6000,1508514
2020-08-25,sh.688363,140.0800,143.8000,139.3300,141.0600,1019542
2020-08-26,sh.688363,132.9000,134.9900,120.3300,127.4500,5635892
2020-08-27,sh.688363,125.9900,126.0000,120.1000,124.0000,2077292
2020-08-28,sh.688363,124.0000,127.8700,122.5200,126.4800,1408200
