date,code,open,high,low,close,volume
2020-01-02,sz.000876,20.1200,21.1300,20.1200,20.8500,70638746
2020-01-03,sz.000876,20.7200,20.9500,20.1600,20.4300,45142392
2020-01-06,sz.000876,20.1500,20.7200,20.1400,20.6100,31586508
2020-01-07,sz.000876,20.8100,21.7500,20.7300,21.4900,59403977
2020-01-08,sz.000876,21.5300,21.5500,20.8600,20.9500,39617713
2020-01-09,sz.000876,21.1200,21.2000,20.7100,20.8000,26625291
2020-01-10,sz.000876,20.7900,20.7900,20.1300,20.2800,33234962
2020-01-13,sz.000876,20.1700,20.6500,20.0700,20.6100,25418381
2020-01-14,sz.000876,20.5500,20.7600,20.2300,20.4000,21746776
2020-01-15,sz.000876,20.6100,20.7800,20.0700,20.2400,23884348
2020-01-16,sz.000876,20.1400,20.3200,19.7500,19.9700,23012973
2020-01-17,sz.000876,19.9900,20.1100,19.5200,19.5500,23259082
2020-01-20,sz.000876,19.6600,19.9000,19.1800,19.9000,25675440
2020-01-21,sz.000876,19.8500,19.8500,19.0400,19.1300,26066648
2020-01-22,sz.000876,19.0000,19.2900,18.4800,19.1400,27716858
2020-01-23,sz.000876,18.9500,19.2300,18.0000,18.1400,39677688
2020-02-03,sz.000876,16.3300,16.3300,16.3300,16.3300,19624300
2020-02-04,sz.000876,15.6900,17.2300,15.6800,17.1300,56620491
2020-02-05,sz.000876,17.8000,18.7900,17.5200,18.2300,46668533
2020-02-06,sz.000876,18.6000,19.4000,18.2000,19.2400,48700819
2020-02-07,sz.000876,19.0100,19.5800,18.6000,19.1600,33901665
2020-02-10,sz.000876,19.1500,20.8800,18.9800,20.4100,69287541
2020-02-11,sz.000876,20.5000,20.8900,20.1300,20.2900,45530324
2020-02-12,sz.000876,20.3500,20.5800,20.0400,20.2800,36626908
2020-02-13,sz.000876,20.2500,20.4500,19.8000,19.9800,31380966
2020-02-14,sz.000876,20.1900,21.1000,20.1000,21.0000,62322585
2020-02-17,sz.000876,20.9900,21.3700,20.6500,21.0800,55767103
2020-02-18,sz.000876,21.0200,21.1400,20.7100,20.9500,34962169
2020-02-19,sz.000876,21.0100,22.2800,21.0100,21.5500,65021001
2020-02-20,sz.000876,21.6800,22.0000,21.1900,21.6800,40237733
2020-02-21,sz.000876,21.5300,21.9400,21.1000,21.4100,41618626
2020-02-24,sz.000876,21.0600,22.1200,20.9400,21.8600,43940163
2020-02-25,sz.000876,21.4500,22.6800,21.3100,22.5800,61528917
2020-02-26,sz.000876,22.7100,24.8400,22.7100,24.8300,125989716
2020-02-27,sz.000876,24.7000,26.0500,23.9900,25.2800,103198907
2020-02-28,sz.000876,24.2300,25.4800,24.1500,24.2000,60574357
2020-03-02,sz.000876,24.7200,26.3200,24.3100,26.0000,85695233
2020-03-03,sz.000876,26.5000,27.4300,25.8800,26.4900,80373118
2020-03-04,sz.000876,26.5500,28.1000,26.5500,27.0500,73408355
2020-03-05,sz.000876,27.5000,29.4800,27.1800,28.1500,102957359
2020-03-06,sz.000876,28.3100,29.4200,28.3100,28.7100,69288570
2020-03-09,sz.000876,28.5000,29.7800,28.0000,29.1900,89679667
2020-03-10,sz.000876,28.8800,29.7300,26.8000,28.5600,93901315
2020-03-11,sz.000876,28.5000,30.5000,28.2000,29.6500,86921355
2020-03-12,sz.000876,29.0700,29.2400,27.5000,27.7700,73759828
2020-03-13,sz.000876,25.9000,28.7300,25.6000,28.1400,64478484
2020-03-16,sz.000876,28.3300,28.8000,26.6900,27.2000,61624568
