date,code,open,high,low,close,volume
2020-01-02,sh.603899,49.0200,49.2600,48.0500,48.4100,4068160
2020-01-03,sh.603899,48.4500,48.7200,47.4100,47.5300,4100420
2020-01-06,sh.603899,47.6000,48.3200,46.7100,47.8200,4150314
2020-01-07,sh.603899,47.8200,49.2000,47.7700,49.1700,4262327
2020-01-08,sh.603899,49.1700,49.1700,47.9300,48.0600,2887379
2020-01-09,sh.603899,48.3900,48.9800,48.0100,48.7400,3075741
2020-01-10,sh.603899,48.7500,50.1100,48.7500,49.6800,3978580
2020-01-13,sh.603899,49.9100,50.6200,49.2900,50.2000,2940091
2020-01-14,sh.603899,50.7400,50.9400,49.3600,49.3900,2483835
2020-01-15,sh.603899,49.3800,50.3500,49.3000,49.8900,2336490
2020-01-16,sh.603899,50.0200,50.6600,49.7700,50.3900,2240329
2020-01-17,sh.603899,50.1700,50.7000,49.8600,50.2600,1941086
2020-01-20,sh.603899,50.3100,51.0500,49.6100,50.9900,3453259
2020-01-21,sh.603899,51.2600,51.3000,49.3000,50.2900,3136756
2020-01-22,sh.603899,50.3600,51.9800,49.5000,51.6100,4019363
2020-01-23,sh.603899,51.4300,51.4500,49.4000,50.1000,3612795
2020-02-03,sh.603899,45.0900,46.8900,45.0900,45.0900,5135777
2020-02-04,sh.603899,44.6300,46.8900,44.6100,46.0000,4176168
2020-02-05,sh.603899,46.4100,48.2800,45.5000,48.0000,4514871
2020-02-06,sh.603899,48.2500,48.7500,47.1200,48.1000,4476074
2020-02-07,sh.603899,47.5000,48.0900,46.6800,47.2500,2816041
2020-02-10,sh.603899,47.0000,47.4500,46.3000,47.3200,3238159
2020-02-11,sh.603899,47.0900,49.3000,46.8000,48.8800,4553539
2020-02-12,sh.603899,48.5000,50.1100,48.3900,49.8300,3688047
2020-02-13,sh.603899,49.9900,49.9900,48.4100,48.4900,2208638
2020-02-14,sh.603899,48.4500,48.7800,47.8300,48.1100,2391344
2020-02-17,sh.603899,48.2900,48.7700,47.8500,48.1000,4953795
2020-02-18,sh.603899,48.2500,48.2500,47.1000,47.1900,4874674
2020-02-19,sh.603899,47.1600,47.5300,46.6800,47.1300,3094911
2020-02-20,sh.603899,47.1300,48.0300,46.7100,48.0300,3869515
2020-02-21,sh.603899,48.0000,48.4000,47.0900,48.0400,5203714
2020-02-24,sh.603899,47.7800,47.8000,46.7000,47.2000,5843825
2020-02-25,sh.603899,46.1900,46.1900,44.6900,45.4700,7572210
2020-02-26,sh.603899,45.4200,45.4200,43.3300,43.3900,6621477
2020-02-27,sh.603899,43.8200,45.8500,43.7300,45.3400,7017218
2020-02-28,sh.603899,44.5000,45.3500,43.6900,44.4000,6428275
2020-03-02,sh.603899,44.3900,45.5200,43.7500,44.7900,8132752
2020-03-03,sh.603899,45.2400,46.3500,45.0000,45.8300,5375208
2020-03-04,sh.603899,45.3500,45.7900,44.8700,45.4700,3140323
2020-03-05,sh.603899,45.8100,47.2000,45.6100,47.1300,4703405
2020-03-06,sh.603899,46.5000,46.7800,45.9500,46.1800,3168355
2020-03-09,sh.603899,45.5000,45.7000,44.2800,44.3000,4873133
2020-03-10,sh.603899,43.5700,46.0000,43.5700,45.7200,3977746
2020-03-11,sh.603899,45.7200,46.6300,45.5500,46.0400,3482302
2020-03-12,sh.603899,45.4800,45.4800,44.2100,45.1400,2954460
2020-03-13,sh.603899,43.5000,45.0800,43.5000,44.4000,4486387
2020-03-16,sh.603899,44.5000,44.6000,42.0100,42.0100,5859610
2020-03-17,sh.603899,42.0000,42.8000,40.3100,40.8100,5024246
2020-03-18,sh.603899,40.9500,44.3700,40.9500,42.7000,6876522
2020-03-19,sh.603899,43.0000,43.1500,40.8500,41.6100,5030549
2020-03-20,sh.603899,42.0000,43.6100,42.0000,43.4000,3781638
2020-03-23,sh.603899,42.5000,44.9300,42.3600,43.4700,5264293
2020-03-24,sh.603899,43.7000,45.1000,43.5400,44.6200,4709134
2020-03-25,sh.603899,45.7000,45.9600,44.7100,45.7900,4056092
2020-03-26,sh.603899,45.4500,46.5500,45.2500,46.0800,3530355
2020-03-27,sh.603899,46.2100,47.6800,45.7300,46.5000,4579009
2020-03-30,sh.603899,45.7600,46.8500,45.6000,46.0500,2840687
2020-03-31,sh.603899,46.4300,46.8200,45.9100,46.3000,2897534
2020-04-01,sh.603899,45.9800,46.7200,45.5000,45.9300,2343166
2020-04-02,sh.603899,46.1200,46.5000,45.6000,46.0800,4447652
2020-04-03,sh.603899,46.1800,48.1000,45.9900,46.4500,4643851
2020-04-07,sh.603899,47.0000,47.3000,46.3400,47.2000,4522510
2020-04-08,sh.603899,46.8000,47.5000,46.5500,47.1300,2252643
2020-04-09,sh.603899,47.3800,48.7700,46.5800,48.6200,4620593
2020-04-10,sh.603899,48.5800,49.8700,47.7900,48.6500,3642395
2020-04-13,sh.603899,48.8300,49.1000,47.8700,48.4700,1570149
2020-04-14,sh.603899,50.1000,53.2000,50.1000,52.8800,11968266
2020-04-15,sh.603899,53.0300,53.7500,52.0900,52.8700,6999440
2020-04-16,sh.603899,52.0000,52.8500,51.5900,52.4000,4926385
