date,code,open,high,low,close,volume
2020-01-02,sz.000538,90.0000,90.1000,88.7600,89.3100,5386776
2020-01-03,sz.000538,89.3600,90.1000,88.8800,89.1000,3646838
2020-01-06,sz.000538,88.4700,89.0000,88.0000,88.0600,4578135
2020-01-07,sz.000538,87.9400,88.8800,87.9300,88.5600,2960247
2020-01-08,sz.000538,88.5000,88.5000,87.0600,87.5300,2983975
2020-01-09,sz.000538,87.5200,89.2500,87.5200,89.2000,4311848
2020-01-10,sz.000538,89.2100,89.9700,88.0900,88.7700,2868272
2020-01-13,sz.000538,88.7700,88.9600,87.0900,88.8800,3698139
2020-01-14,sz.000538,89.0000,89.4700,88.3700,88.4400,2360252
2020-01-15,sz.000538,88.0700,89.0000,87.7900,88.2300,2358349
2020-01-16,sz.000538,88.2300,88.6000,87.8500,88.1000,2679945
2020-01-17,sz.000538,88.1000,88.3900,86.7500,87.1600,3369887
2020-01-20,sz.000538,87.5800,88.8800,86.8500,88.1600,4055044
2020-01-21,sz.000538,88.1700,92.0000,88.1700,90.1800,9411860
2020-01-22,sz.000538,90.5800,90.5900,87.3300,88.1700,4947339
2020-01-23,sz.000538,88.1500,88.4800,85.6500,86.6000,5909210
2020-02-03,sz.000538,77.9800,83.4900,77.9800,78.9600,6973300
2020-02-04,sz.000538,79.7600,82.5800,79.7600,82.3300,6433435
2020-02-05,sz.000538,82.2700,85.6800,82.0000,85.6000,6691528
2020-02-06,sz.000538,85.6300,86.4500,84.5700,85.9000,6890139
2020-02-07,sz.000538,85.9000,85.9000,83.1600,84.4000,5032827
2020-02-10,sz.000538,84.1400,84.1400,82.5000,83.4400,6618612
2020-02-11,sz.000538,83.2400,84.0000,82.3500,83.7000,6769568
2020-02-12,sz.000538,83.6500,83.6500,82.3000,83.2900,6518788
2020-02-13,sz.000538,83.1700,83.1700,82.1100,82.3300,4512730
2020-02-14,sz.000538,82.1200,82.7200,81.2300,81.8900,6162120
2020-02-17,sz.000538,81.5000,82.6900,81.3800,82.6900,5667538
2020-02-18,sz.000538,83.0800,83.4900,82.0800,82.7800,5720471
2020-02-19,sz.000538,82.7800,82.9800,81.8000,82.0500,3418152
2020-02-20,sz.000538,82.0000,83.9800,81.7300,83.4900,6185952
2020-02-21,sz.000538,83.3300,83.8800,82.6400,83.1900,4482570
2020-02-24,sz.000538,84.0000,84.0000,82.8000,83.0600,5023019
2020-02-25,sz.000538,82.4800,83.7900,82.0000,82.9200,4715274
2020-02-26,sz.000538,82.3300,82.3300,80.8800,81.0900,5874272
2020-02-27,sz.000538,81.3300,81.9600,80.4300,80.6600,3923232
2020-02-28,sz.000538,79.0400,80.3000,77.6000,78.6900,6034317
2020-03-02,sz.000538,78.6800,80.2400,78.4000,80.2000,5183977
2020-03-03,sz.000538,80.3500,81.2000,79.7700,79.8300,6935468
2020-03-04,sz.000538,79.9400,80.5300,78.9200,80.4100,5205418
2020-03-05,sz.000538,80.5000,82.0000,80.0000,82.0000,7919065
2020-03-06,sz.000538,81.3600,82.7200,81.0300,81.2000,4803669
2020-03-09,sz.000538,81.0000,81.0000,78.9000,79.1600,4893682
2020-03-10,sz.000538,78.6000,80.5700,77.6800,79.4100,5304949
2020-03-11,sz.000538,79.4500,79.8000,78.6800,78.9500,2903100
2020-03-12,sz.000538,78.6000,78.6000,76.8900,77.1600,5404496
2020-03-13,sz.000538,75.0200,76.2400,73.8400,74.7900,8189547
2020-03-16,sz.000538,75.3500,77.8900,74.2200,74.4300,7433178
2020-03-17,sz.000538,74.1100,75.2000,71.0000,74.7200,7256431
2020-03-18,sz.000538,74.7200,77.7700,73.6900,75.6000,7257653
2020-03-19,sz.000538,75.0100,76.7100,74.5500,75.1000,5330146
2020-03-20,sz.000538,75.3200,77.6800,74.2900,76.7000,7342596
2020-03-23,sz.000538,75.8800,77.1500,75.4000,76.3000,4362311
2020-03-24,sz.000538,76.6100,78.0700,76.6100,77.9300,5574137
2020-03-25,sz.000538,79.5000,79.8600,78.2400,78.7200,4405826
2020-03-26,sz.000538,78.5900,81.8000,78.0000,81.5000,13394010
2020-03-27,sz.000538,84.9400,85.9900,82.7800,83.5700,20494892
2020-03-30,sz.000538,82.9500,83.9800,81.5000,81.5900,7908856
2020-03-31,sz.000538,82.0100,86.0000,82.0100,85.5500,11773614
2020-04-01,sz.000538,85.6500,86.3800,83.8500,84.1100,6576067
2020-04-02,sz.000538,84.0500,84.0500,82.6800,83.4800,5058794
2020-04-03,sz.000538,83.8500,85.2000,83.0100,84.5900,5195876
2020-04-07,sz.000538,85.0500,86.6800,84.7000,85.9700,7298259
2020-04-08,sz.000538,85.6200,85.6600,83.8000,83.9700,5313888
2020-04-09,sz.000538,84.4800,85.1600,83.9800,84.0200,2715195
2020-04-10,sz.000538,84.1300,84.7100,82.8800,83.1400,4638993
2020-04-13,sz.000538,83.0800,84.9800,83.0000,84.4500,3337297
2020-04-14,sz.000538,85.1500,85.4700,82.7700,84.8800,6093972
2020-04-15,sz.000538,85.1500,86.4300,84.6000,85.9900,6021090
2020-04-16,sz.000538,85.5300,86.4100,84.6100,85.0200,3701005
2020-04-17,sz.000538,85.2300,86.2000,84.6600,85.1800,3476032
2020-04-20,sz.000538,85.1800,85.8500,84.7800,85.0800,2688841
2020-04-21,sz.000538,84.8100,84.9700,82.7900,83.5500,4150700
2020-04-22,sz.000538,83.4700,86.3000,82.6800,86.2500,6235289
2020-04-23,sz.000538,86.2700,88.7700,86.2500,87.6000,7207590
2020-04-24,sz.000538,87.6000,88.5100,86.0100,87.3900,4165955
2020-04-27,sz.000538,87.4100,88.2500,86.3600,87.6400,4086758
2020-04-28,sz.000538,87.7900,89.4800,86.4700,88.5500,6386312
2020-04-29,sz.000538,91.0000,95.7500,90.8000,92.9500,13054166
2020-04-30,sz.000538,92.1000,92.9400,90.0600,90.3200,8883785
2020-05-06,sz.000538,90.0000,91.6900,89.0200,91.3000,8625255
2020-05-07,sz.000538,90.8200,90.9900,89.8000,90.4500,6324310
2020-05-08,sz.000538,90.8600,92.4600,90.5700,91.4900,6862228
2020-05-11,sz.000538,91.6000,92.5000,88.6000,89.2000,8171977
2020-05-12,sz.000538,89.2000,89.7900,88.4800,89.1200,5252106
2020-05-13,sz.000538,89.1200,90.6100,88.0000,90.0000,6779711
2020-05-14,sz.000538,90.0000,91.2800,88.5800,88.9800,6406807
2020-05-15,sz.000538,88.9000,89.0500,87.0200,87.9000,6393304
2020-05-18,sz.000538,87.6700,88.6500,85.3100,87.7700,6258386
2020-05-19,sz.000538,88.4200,89.1800,87.3500,87.6200,5066588
2020-05-20,sz.000538,87.8000,87.8300,86.1000,86.4900,4887900
2020-05-21,sz.000538,87.0000,87.7500,86.4000,87.0800,4839248
2020-05-22,sz.000538,86.8000,86.9700,84.6000,85.0300,5794073
2020-05-25,sz.000538,85.0200,87.4800,84.8000,87.4000,5052030
2020-05-26,sz.000538,87.6500,88.4000,86.8800,88.0500,4346870
2020-05-27,sz.000538,88.0800,88.6600,87.2200,88.0800,3119159
2020-05-28,sz.000538,88.4900,88.4900,85.8100,86.8100,4503725
2020-05-29,sz.000538,86.3100,88.1800,86.1700,88.1800,5624629
2020-06-01,sz.000538,88.3400,90.8300,88.3400,89.3600,6435219
2020-06-02,sz.000538,89.4400,89.7700,87.9100,88.6200,5541395
2020-06-03,sz.000538,88.8500,91.1200,88.8500,90.9500,9360093
2020-06-04,sz.000538,90.9400,90.9900,89.7000,90.9900,6405491
2020-06-05,sz.000538,87.6000,87.6000,85.9800,86.4900,8067709
2020-06-08,sz.000538,86.4100,87.3400,86.1000,86.9100,5179430
2020-06-09,sz.000538,86.7000,87.1600,86.3000,86.9300,5493816
2020-06-10,sz.000538,86.9300,87.6000,86.1700,87.5800,5265665
2020-06-11,sz.000538,87.0500,87.6200,86.1100,86.4000,4938608
2020-06-12,sz.000538,85.0500,86.4900,84.8000,86.4900,4035872
2020-06-15,sz.000538,86.2900,87.3500,86.0600,86.4000,4723179
2020-06-16,sz.000538,86.6600,89.1200,86.6600,89.0700,7860407
2020-06-17,sz.000538,89.0000,90.7200,88.6100,90.1500,7058110
2020-06-18,sz.000538,90.1500,90.9500,88.8800,89.7800,5528696
2020-06-19,sz.000538,89.7800,93.5100,89.7800,92.2300,9175729
2020-06-22,sz.000538,92.0600,92.9500,91.0100,91.5300,5894450
2020-06-23,sz.000538,91.5300,93.7600,91.5000,93.5000,6029281
